season_id,media_id,title,index_show,is_finish,video_link,cover,pub_real_time,renewal_time,favorites,coins,views,danmakus,depth,download_timeout,download_slot,download_latency,media_tags,score,cm_count
529,529,八犬传-东方八犬异闻-  第二季,全13话,1,https://www.bilibili.com/bangumi/play/ss529,http://i0.hdslb.com/bfs/bangumi/7329a30f1fafadaa81a682fbf267403f35952d95.jpg,1373126400,1380500456,138993,2811,1448953,55599,44,180.0,www.bilibili.com,0.12028217315673828,,9.6,644人评
3460,3460,面包带来和平！,全13话,1,https://www.bilibili.com/bangumi/play/ss3460,http://i0.hdslb.com/bfs/bangumi/dc006f316dcca104efadf16c15752a881e39817b.jpg,1459699200,1466942102,138848,4144,2873140,33012,44,180.0,www.bilibili.com,0.12662005424499512,,8.7,147人评
4341,4341,旋风管家 CAN'T TAKE MY EYES OFF YOU,全12话,1,https://www.bilibili.com/bangumi/play/ss4341,http://i0.hdslb.com/bfs/bangumi/f90101c14c757c12e8525b1f813406bed4e66141.jpg,1349193600,1486535837,129522,2523,1014792,24981,45,180.0,www.bilibili.com,0.10402202606201172,,9.3,338人评
26880,24105504,叛逆性百万亚瑟王 第二季,全14话,1,https://www.bilibili.com/bangumi/play/ss26880,http://i0.hdslb.com/bfs/bangumi/d481b3ba7e50cb0db9175b9aeecbaff500491de0.jpg,1554307200,1573228803,129338,7818,2483858,11258,45,180.0,www.bilibili.com,0.10698509216308594,,9.5,1079人评
25131,118812,OVERLORD Ⅲ SP,全13话,1,https://www.bilibili.com/bangumi/play/ss25131,http://i0.hdslb.com/bfs/bangumi/50be4483de2467d305efb0f84a7614c868c8444f.jpg,1531152000,1538536500,129662,17138,14988279,11279,45,180.0,www.bilibili.com,0.12032198905944824,,9.4,1048人评
24632,102032,音乐少女,全12话,1,https://www.bilibili.com/bangumi/play/ss24632,http://i0.hdslb.com/bfs/bangumi/f727ff7a769ebec48d2e404e878593bf649d651c.jpg,1530979200,1537637400,129064,5850,2226127,28385,45,180.0,www.bilibili.com,0.10318684577941895,,7.8,634人评
1633,1633,DOG DAYS'',全12话,1,https://www.bilibili.com/bangumi/play/ss1633,http://i0.hdslb.com/bfs/bangumi/6bf0d3262115e53e4b1eb64618f87ad04925a0b9.jpg,1420819200,1427560212,128969,4432,5329105,145047,45,180.0,www.bilibili.com,0.09846925735473633,,9.3,428人评
21718,11692,樱花忍法帖,全24话,1,https://www.bilibili.com/bangumi/play/ss21718,http://i0.hdslb.com/bfs/bangumi/2bf6f4a94c84973b38e7f17bca28428c808a2918.jpg,1515340800,1529335800,130066,4950,2494242,27395,45,180.0,www.bilibili.com,0.10753488540649414,,5.0,879人评
2655,2655,CLANNAD 另一个世界 智代篇,全1话,1,https://www.bilibili.com/bangumi/play/ss2655,http://i0.hdslb.com/bfs/bangumi/0d0489eeb3868859d0c9639969898161cffc56bf.jpg,1216137600,1298542500,131262,8305,686729,11140,45,180.0,www.bilibili.com,0.1365501880645752,,9.7,1513人评
6514,7792,宣告黎明的露之歌,全1话,1,https://www.bilibili.com/bangumi/play/ss6514,http://i0.hdslb.com/bfs/bangumi/13383a9ee09542b34c3f5fe72fdc1e055c72fd69.jpg,1495123200,1509505200,131890,8591,565786,26583,45,180.0,www.bilibili.com,0.12259507179260254,,9.4,2201人评
28621,28222731,美妙射击部,更新至第6话,0,https://www.bilibili.com/bangumi/play/ss28621,http://i0.hdslb.com/bfs/bangumi/11edf904254433a8d663c902bfd9e34c8f6044fb.png,1570896000,1574004600,132194,4434,897715,15163,45,180.0,www.bilibili.com,0.14496874809265137,,9.1,601人评
3275,3275,他和她的故事,全26话,1,https://www.bilibili.com/bangumi/play/ss3275,http://i0.hdslb.com/bfs/bangumi/a8eefe4be87eb91cb02804fc2c2259ff19d4fea4.jpg,907257600,1452309196,132894,2816,1652958,64603,45,180.0,www.bilibili.com,0.13977789878845215,,9.5,395人评
24702,122632,请问您今天要来点兔子吗？？～Dear My Sister～,全1话,1,https://www.bilibili.com/bangumi/play/ss24702,http://i0.hdslb.com/bfs/bangumi/4f299a7942d1e08657d632f2c1bd43b716f99181.jpg,1533744000,1533744002,132789,13007,574468,26722,45,180.0,www.bilibili.com,0.13917803764343262,,9.8,2840人评
103,103,KERORO军曹,全358话,1,https://www.bilibili.com/bangumi/play/ss103,http://i0.hdslb.com/bfs/bangumi/639c7ae6c88be7739ff18b46940be9592a215011.jpg,1080921600,1393775302,132788,7463,5422346,250513,45,180.0,www.bilibili.com,0.13671612739562988,,9.7,979人评
5794,5794,飙速宅男 新世代,全25话,1,https://www.bilibili.com/bangumi/play/ss5794,http://i0.hdslb.com/bfs/bangumi/afcd8b966344aa3e085b19a955c5e721020d6ce1.jpg,1483977600,1498498500,132493,9048,4398979,63491,45,180.0,www.bilibili.com,0.13191699981689453,,9.1,237人评
767,767,魔力家族,全12话,1,https://www.bilibili.com/bangumi/play/ss767,http://i0.hdslb.com/bfs/bangumi/b7a4ecf7f274983f38409e02910dafdade738c73.jpg,1341072000,1347842940,126010,626,547909,7652,46,180.0,www.bilibili.com,0.08310294151306152,,8.6,228人评
197,197,目隱都市的演繹者（僅限港澳台地區）,全12话,1,https://www.bilibili.com/bangumi/play/ss197,http://i0.hdslb.com/bfs/bangumi/2a92ec3b6e0f230ce9286d483dfd13538b1ad41f.jpg,1397232000,1403968055,355466,625,92944,4160,46,180.0,www.bilibili.com,0.1097409725189209,,9.1,776人评
3543,3543,青之驱魔师 剧场版,全1话,1,https://www.bilibili.com/bangumi/play/ss3543,http://i0.hdslb.com/bfs/bangumi/c240d992804d83db998f2cccddbeffbe8a5c8271.png,1356624000,1510639980,125639,3308,914348,21696,46,180.0,www.bilibili.com,0.09830403327941895,,9.2,439人评
3552,3552,幻想嘉年华 EX Season,全1话,1,https://www.bilibili.com/bangumi/play/ss3552,http://i0.hdslb.com/bfs/bangumi/b13f7e615fb4f1f492236c28802cc6b7ff264a99.jpg,1322236800,1460277211,125407,3335,2483839,34070,46,180.0,www.bilibili.com,0.14872407913208008,,9.3,477人评
1666,1666,BLACK★ROCK SHOOTER OVA,全1话,1,https://www.bilibili.com/bangumi/play/ss1666,http://i0.hdslb.com/bfs/bangumi/20aa8ff13d6809538c16a6648adeb77d8aa767f8.jpg,1279900800,1280010288,124658,3848,1066472,67105,46,180.0,www.bilibili.com,0.14325785636901855,,9.5,432人评
3213,3213,大叔与棉花糖,全13话,1,https://www.bilibili.com/bangumi/play/ss3213,http://i0.hdslb.com/bfs/bangumi/a087ab3d1efd1afc9dae466afe613a5bb6930451.jpg,1452096000,1460818802,126234,7197,5105564,47529,46,180.0,www.bilibili.com,0.18170881271362305,,8.9,239人评
6452,6452,Infini-T Force,全12话,1,https://www.bilibili.com/bangumi/play/ss6452,http://i0.hdslb.com/bfs/bangumi/dd5b331172f5a99ccf295c31f79faf49eeeedcdf.png,1507046400,1513685040,126990,4104,1699356,24158,46,180.0,www.bilibili.com,0.1385669708251953,,9.2,1018人评
5044,5044,美男高校地球防卫部LOVE！LOVE！,全12话,1,https://www.bilibili.com/bangumi/play/ss5044,http://i0.hdslb.com/bfs/bangumi/06fffc856dc66bec57a416e3631925dc5c13e27d.jpg,1467907200,1474571470,126329,4109,1592660,144641,46,180.0,www.bilibili.com,0.09894776344299316,,9.1,179人评
5537,5537,伯纳德小姐说。,全12话,1,https://www.bilibili.com/bangumi/play/ss5537,http://i0.hdslb.com/bfs/bangumi/e9cdf37e3d724a970baf73d47648d8f061f63e06.jpg,1475769600,1482495120,127095,3738,1796488,7817,46,180.0,www.bilibili.com,0.16067814826965332,,9.1,254人评
